2	522	1	2145
10	30	1	2148
14	136	1	2148
20	70	1	2148
37	139	1	2141
44	85	1	2142
46	63	1	2141
49	124	1	2141
54	733	3	2141	2142	2148
59	236	2	2142	2148
65	159	1	2141
66	71	1	2141
67	827	2	2141	2145
69	271	1	2141
75	182	1	2145
77	63	1	2148
96	113	1	2141
103	237	1	2141
122	100	1	2141
123	59	1	2141
126	41	1	2148
131	90	1	2141
133	113	1	2148
135	70	1	2142
152	15	1	2145
156	205	1	2141
157	64	1	2145
174	118	1	2145
176	640	1	2145
193	215	1	2148
195	21	1	2148
197	42	1	2141
230	248	1	2145
232	92	1	2145
246	21	1	2148
252	193	1	2145
264	224	1	2145
272	63	1	2142
278	49	1	2145
286	88	1	2148
287	23	1	2145
293	151	1	2141
299	113	1	2141
306	128	1	2141
311	42	1	2148
324	9	1	2145
331	47	1	2141
335	232	1	2141
339	70	1	2145
348	173	1	2145
372	183	1	2145
374	249	1	2141
386	312	1	2142
393	119	1	2145
402	165	1	2141
418	223	1	2142
426	110	2	2142	2148
450	166	1	2145
490	261	1	2141
510	111	1	2145
529	709	2	2141	2145
534	102	1	2141
537	231	1	2145
542	165	1	2141
556	69	1	2141
559	87	1	2148
584	69	1	2142
595	120	1	2145
597	193	1	2141
601	23	1	2145
602	37	1	2145
645	227	1	2141
657	49	1	2141
658	64	1	2141
670	126	1	2142
721	216	1	2141
730	17	1	2148
732	45	1	2145
751	166	1	2141
760	41	1	2148
793	36	1	2141
804	49	1	2141
814	171	1	2142
820	36	1	2145
848	100	1	2145
884	150	1	2145
895	57	1	2141
926	33	1	2141
936	52	1	2145
970	28	1	2141
983	184	1	2141
995	28	1	2141
1005	95	1	2145
1028	90	1	2141
1052	117	1	2148
1058	177	1	2145
1070	77	1	2145
1107	15	1	2148
1156	82	1	2141
1171	22	1	2142
1177	54	1	2141
1195	153	1	2148
1199	17	1	2141
1209	24	1	2141
1243	44	1	2148
1256	59	1	2142
1318	8	1	2145
1326	30	1	2145
1346	87	1	2148
1376	162	2	2142	2148
1415	22	1	2148
1417	41	1	2141
1479	5	1	2145
1524	76	1	2142
1528	17	1	2145
1546	32	1	2141
1579	53	1	2142
1657	33	1	2145
1660	21	1	2141
1692	54	1	2141
1706	10	1	2148
1711	25	1	2142
1744	14	1	2142
1751	26	1	2145
1754	77	1	2142
1790	9	1	2141
1801	69	1	2142
1808	47	1	2141
1812	39	1	2148
1841	31	1	2141
1854	32	1	2148
1855	122	1	2145
1879	44	1	2148
1884	164	1	2148
2005	7	1	2145
2027	12	1	2148
2059	270	1	2148
2075	48	1	2145
2120	24	1	2148
2140	3	1	2141
2147	12	1	2148
2192	26	1	2141
2332	4	1	2145
2391	13	1	2145
2433	15	1	2148
2477	14	1	2145
2478	10	1	2141
2532	9	1	2141
2730	9	1	2142
2735	28	1	2142
2792	1	1	2148
2801	4	1	2145
2856	13	1	2148
2884	33	1	2148
2922	8	1	2145
3034	12	1	2148
3126	15	1	2141
3140	5	1	2148
3185	31	1	2145
3333	2	1	2145
3349	16	1	2148
3381	13	1	2145
4801	1	1	2145
5116	1	1	2148
5602	1	1	2141
5615	2	1	2145
5737	1	1	2148
5787	2	1	2148
5789	1	1	2148
6004	1	1	2145
